,u,i,name,ts,label,cat,subcat,state,idx,cat_subcat
16301,652,1839,Panera Bread,2613,26.43,Restaurants,Fast Casual,Arizona,10259,Restaurants - Fast Casual
16302,122,1907,Whole Foods Market,2613,153.32,Grocers,Supermarkets,Illinois,1779,Grocers - Supermarkets
16303,1109,1839,Panera Bread,2613,11.03,Restaurants,Fast Casual,Texas,16904,Restaurants - Fast Casual
16304,39,1733,AutoZone,2613,24.6,Autos,Auto Parts & Services,Florida,530,Autos - Auto Parts & Services
16305,489,1812,Lidl,2613,16.5,Grocers,Discount Grocers,New Jersey,7458,Grocers - Discount Grocers
16306,1598,1838,Panda Express,2613,17.5,Restaurants,Fast Casual,Illinois,23531,Restaurants - Fast Casual
16307,859,1907,Whole Foods Market,2613,11.61,Grocers,Supermarkets,Massachusetts,13175,Grocers - Supermarkets
16308,1217,1812,Lidl,2614,23.48,Grocers,Discount Grocers,Maryland,18267,Grocers - Discount Grocers
16309,1304,1846,Pizza Hut,2614,26.22,Restaurants,QSR,Arizona,19593,Restaurants - QSR
16310,579,1766,DoorDash,2614,31.7,Restaurants,Delivery Aggregators,California,9132,Restaurants - Delivery Aggregators
16311,695,1838,Panda Express,2614,9.09,Restaurants,Fast Casual,Texas,10923,Restaurants - Fast Casual
16312,318,1778,Food City,2614,51.41,Grocers,Supermarkets,Tennessee,4995,Grocers - Supermarkets
16313,104,1839,Panera Bread,2614,1.97,Restaurants,Fast Casual,New York,1435,Restaurants - Fast Casual
16314,1365,1884,Taco Bell,2614,6.21,Restaurants,QSR,New York,20522,Restaurants - QSR
16315,636,1762,Denny's,2614,19.2,Restaurants,Casual Dining,Florida,9980,Restaurants - Casual Dining
16316,361,1877,Smokey Bones Bar & Fire Grill,2614,33.89,Restaurants,Casual Dining,Ohio,5542,Restaurants - Casual Dining
16317,78,1894,Trader Joe's,2614,174.99,Grocers,Supermarkets,Pennsylvania,1029,Grocers - Supermarkets
16318,1435,1733,AutoZone,2614,25.22,Autos,Auto Parts & Services,Indiana,21403,Autos - Auto Parts & Services
16319,690,1733,AutoZone,2614,105.91,Autos,Auto Parts & Services,New Mexico,10857,Autos - Auto Parts & Services
16320,944,1857,Raley's,2614,10.08,Grocers,Supermarkets,California,14346,Grocers - Supermarkets
16321,139,1724,Albertsons,2614,22.95,Grocers,Supermarkets,California,2139,Grocers - Supermarkets
16322,133,1907,Whole Foods Market,2614,18.08,Grocers,Supermarkets,Indiana,2035,Grocers - Supermarkets
16323,1274,1895,Tropical Smoothie,2614,6.76,Restaurants,QSR,Michigan,19159,Restaurants - QSR
16324,609,1846,Pizza Hut,2614,9.54,Restaurants,QSR,Washington,9535,Restaurants - QSR
16325,521,1838,Panda Express,2614,29.4,Restaurants,Fast Casual,Oregon,8223,Restaurants - Fast Casual
16326,240,1879,Sonic Drive-In,2614,1.73,Restaurants,QSR,California,3600,Restaurants - QSR
16327,1417,1733,AutoZone,2614,61.46,Autos,Auto Parts & Services,Pennsylvania,21140,Autos - Auto Parts & Services
16328,58,1830,Miller's Ale House,2614,28.82,Restaurants,Casual Dining,Georgia,720,Restaurants - Casual Dining
16329,1513,1884,Taco Bell,2614,7.8,Restaurants,QSR,South Carolina,22291,Restaurants - QSR
16330,506,1895,Tropical Smoothie,2614,11.74,Restaurants,QSR,Pennsylvania,7914,Restaurants - QSR
16331,1481,1892,Tom Thumb Supermarkets,2614,10.0,Grocers,Supermarkets,Florida,21910,Grocers - Supermarkets
16332,880,1907,Whole Foods Market,2614,16.53,Grocers,Supermarkets,Louisiana,13364,Grocers - Supermarkets
16333,317,1846,Pizza Hut,2614,32.6,Restaurants,QSR,Washington,4990,Restaurants - QSR
16334,1134,1838,Panda Express,2614,9.68,Restaurants,Fast Casual,Florida,17233,Restaurants - Fast Casual
16335,266,1903,Waffle House,2614,20.61,Restaurants,Casual Dining,Virginia,4196,Restaurants - Casual Dining
16336,1425,1879,Sonic Drive-In,2614,10.46,Restaurants,QSR,Kentucky,21331,Restaurants - QSR
16337,1207,1760,Dairy Queen,2614,14.97,Restaurants,QSR,Indiana,18129,Restaurants - QSR
16338,308,1825,Market Street,2614,46.55,Grocers,Supermarkets,Texas,4781,Grocers - Supermarkets
16339,824,1903,Waffle House,2614,33.32,Restaurants,Casual Dining,California,12671,Restaurants - Casual Dining
16340,1260,1884,Taco Bell,2614,6.75,Restaurants,QSR,Ohio,18887,Restaurants - QSR
16341,538,1884,Taco Bell,2614,17.45,Restaurants,QSR,New Jersey,8433,Restaurants - QSR
16342,1516,1907,Whole Foods Market,2614,135.54000000000002,Grocers,Supermarkets,California,22446,Grocers - Supermarkets
16343,1539,1831,Mister Car Wash,2614,32.09,Autos,Auto Parts & Services,Florida,22647,Autos - Auto Parts & Services
16344,225,1766,DoorDash,2614,59.46,Restaurants,Delivery Aggregators,Illinois,3426,Restaurants - Delivery Aggregators
16345,38,1838,Panda Express,2614,11.89,Restaurants,Fast Casual,Florida,471,Restaurants - Fast Casual
16346,490,1729,Au Bon Pain,2614,13.5,Restaurants,QSR,Virginia,7538,Restaurants - QSR
16347,1350,1733,AutoZone,2614,26.22,Autos,Auto Parts & Services,Texas,20262,Autos - Auto Parts & Services
16348,671,1907,Whole Foods Market,2614,5.11,Grocers,Supermarkets,Illinois,10603,Grocers - Supermarkets
16349,1591,1844,Pep Boys,2614,46.45,Autos,Auto Parts & Services,Texas,23454,Autos - Auto Parts & Services
16350,1269,1766,DoorDash,2614,26.06,Restaurants,Delivery Aggregators,Virginia,19054,Restaurants - Delivery Aggregators
16351,1201,1884,Taco Bell,2614,6.9,Restaurants,QSR,Georgia,18028,Restaurants - QSR
16352,1383,1903,Waffle House,2614,9.0,Restaurants,Casual Dining,Georgia,20728,Restaurants - Casual Dining
16353,758,1798,Hooters,2614,44.68,Restaurants,Casual Dining,Colorado,11899,Restaurants - Casual Dining
16354,546,1884,Taco Bell,2614,3.32,Restaurants,QSR,Virginia,8503,Restaurants - QSR
16355,1357,1766,DoorDash,2614,32.55,Restaurants,Delivery Aggregators,Texas,20392,Restaurants - Delivery Aggregators
16356,253,1908,Woodman's Market,2614,66.36,Grocers,Supermarkets,Illinois,4004,Grocers - Supermarkets
16357,1390,1733,AutoZone,2614,18.37,Autos,Auto Parts & Services,New Mexico,20795,Autos - Auto Parts & Services
16358,1204,1872,ShopRite,2614,3.14,Grocers,Supermarkets,Pennsylvania,18091,Grocers - Supermarkets
16359,104,1884,Taco Bell,2614,5.82,Restaurants,QSR,New York,1449,Restaurants - QSR
16360,503,1903,Waffle House,2614,11.75,Restaurants,Casual Dining,South Carolina,7856,Restaurants - Casual Dining
16361,1550,1884,Taco Bell,2614,20.05,Restaurants,QSR,Florida,22788,Restaurants - QSR
16362,683,1833,NAPA Auto Parts,2614,146.67,Autos,Auto Parts & Services,South Carolina,10789,Autos - Auto Parts & Services
16363,502,1907,Whole Foods Market,2614,5.49,Grocers,Supermarkets,Texas,7837,Grocers - Supermarkets
16364,681,1730,Audi Payments,2614,836.24,Autos,Auto Sales, ,10768,Autos - Auto Sales
16365,524,1884,Taco Bell,2614,20.27,Restaurants,QSR,Texas,8277,Restaurants - QSR
16366,550,1895,Tropical Smoothie,2614,5.93,Restaurants,QSR,Michigan,8545,Restaurants - QSR
16367,1543,1872,ShopRite,2614,77.14,Grocers,Supermarkets,Michigan,22738,Grocers - Supermarkets
16368,775,1733,AutoZone,2614,29.69,Autos,Auto Parts & Services,Alabama,12128,Autos - Auto Parts & Services
16369,356,1884,Taco Bell,2614,7.63,Restaurants,QSR,Virginia,5489,Restaurants - QSR
16370,757,1907,Whole Foods Market,2614,23.65,Grocers,Supermarkets,North Carolina,11868,Grocers - Supermarkets
16371,1197,1733,AutoZone,2614,31.96,Autos,Auto Parts & Services,New Jersey,17927,Autos - Auto Parts & Services
16372,931,1907,Whole Foods Market,2614,4.49,Grocers,Supermarkets,Ohio,14127,Grocers - Supermarkets
16373,1306,1872,ShopRite,2614,30.12,Grocers,Supermarkets,New Jersey,19659,Grocers - Supermarkets
16374,1281,1839,Panera Bread,2614,2.64,Restaurants,Fast Casual,Maryland,19223,Restaurants - Fast Casual
16375,287,1903,Waffle House,2614,14.86,Restaurants,Casual Dining,Pennsylvania,4496,Restaurants - Casual Dining
16376,1308,1836,Olive Garden,2614,41.92,Restaurants,Casual Dining,Pennsylvania,19673,Restaurants - Casual Dining
16377,1596,1770,Eventbrite,2614,46.25,Events & Attractions,Booking Platforms,Texas,23514,Events & Attractions - Booking Platforms
16378,690,1846,Pizza Hut,2614,25.22,Restaurants,QSR,New Mexico,10870,Restaurants - QSR
16379,959,1760,Dairy Queen,2614,7.19,Restaurants,QSR,Kentucky,14691,Restaurants - QSR
16380,441,1884,Taco Bell,2614,16.85,Restaurants,QSR,Missouri,6736,Restaurants - QSR
16381,952,1800,Ingles Markets,2614,11.07,Grocers,Supermarkets,Georgia,14446,Grocers - Supermarkets
16382,1705,1733,AutoZone,2614,21.39,Autos,Auto Parts & Services,Georgia,24816,Autos - Auto Parts & Services
16383,375,1766,DoorDash,2614,24.21,Restaurants,Delivery Aggregators,Maryland,5679,Restaurants - Delivery Aggregators
16384,1674,1912,Zips Car Wash,2614,12.84,Autos,Auto Parts & Services,North Carolina,24346,Autos - Auto Parts & Services
16385,22,1884,Taco Bell,2614,9.51,Restaurants,QSR,Idaho,285,Restaurants - QSR
16386,1006,1884,Taco Bell,2614,11.96,Restaurants,QSR,Texas,15413,Restaurants - QSR
16387,10,1837,Outback Steakhouse,2614,102.24,Restaurants,Casual Dining,Arkansas,114,Restaurants - Casual Dining
16388,1700,1839,Panera Bread,2614,39.0,Restaurants,Fast Casual,California,24709,Restaurants - Fast Casual
16389,417,1760,Dairy Queen,2614,15.23,Restaurants,QSR,Washington,6424,Restaurants - QSR
16390,1018,1733,AutoZone,2614,46.62,Autos,Auto Parts & Services,Pennsylvania,15531,Autos - Auto Parts & Services
16391,959,1884,Taco Bell,2614,9.4,Restaurants,QSR,Kentucky,14719,Restaurants - QSR
16392,1638,1752,City Market,2615,20.94,Grocers,Supermarkets,Colorado,23900,Grocers - Supermarkets
16393,586,1812,Lidl,2615,69.04,Grocers,Discount Grocers,North Carolina,9208,Grocers - Discount Grocers
16394,855,1780,Fooda,2615,7.72,Restaurants,Delivery Aggregators,Michigan,13025,Restaurants - Delivery Aggregators
16395,1408,1840,Papa John's,2615,33.11,Restaurants,QSR,Texas,21071,Restaurants - QSR
16396,104,1884,Taco Bell,2615,3.45,Restaurants,QSR,New York,1450,Restaurants - QSR
16397,1402,1884,Taco Bell,2615,8.57,Restaurants,QSR,Vermont,20993,Restaurants - QSR
16398,177,1895,Tropical Smoothie,2615,5.29,Restaurants,QSR,Virginia,2728,Restaurants - QSR
16399,1223,1752,City Market,2615,57.21,Grocers,Supermarkets,Colorado,18300,Grocers - Supermarkets
16400,1310,1749,Chili's,2615,52.18,Restaurants,Casual Dining,Texas,19737,Restaurants - Casual Dining
16401,385,1731,Auntie Anne's,2615,4.19,Restaurants,QSR,Texas,5823,Restaurants - QSR
16402,325,1899,Valvoline Instant Oil Change,2615,75.7,Autos,Auto Parts & Services,Michigan,5086,Autos - Auto Parts & Services
16403,755,1727,Applebee's,2615,3.45,Restaurants,Casual Dining,South Carolina,11742,Restaurants - Casual Dining
16404,664,1721,AAA,2615,148.33,Autos,Auto Parts & Services,Missouri,10466,Autos - Auto Parts & Services
16405,1355,1760,Dairy Queen,2615,4.32,Restaurants,QSR,Ohio,20364,Restaurants - QSR
16406,244,1884,Taco Bell,2615,6.88,Restaurants,QSR,Virginia,3701,Restaurants - QSR
16407,586,1899,Valvoline Instant Oil Change,2615,439.68,Autos,Auto Parts & Services,North Carolina,9267,Autos - Auto Parts & Services
16408,1269,1840,Papa John's,2615,27.42,Restaurants,QSR,Virginia,19071,Restaurants - QSR
16409,267,1760,Dairy Queen,2615,20.86,Restaurants,QSR,Ohio,4205,Restaurants - QSR
16410,305,1879,Sonic Drive-In,2615,19.67,Restaurants,QSR,Georgia,4702,Restaurants - QSR
16411,467,1839,Panera Bread,2615,12.52,Restaurants,Fast Casual,Texas,7158,Restaurants - Fast Casual
16412,1254,1844,Pep Boys,2615,23.45,Autos,Auto Parts & Services,New Jersey,18788,Autos - Auto Parts & Services
16413,953,1777,Food 4 Less,2615,83.94,Grocers,Discount Grocers,Illinois,14562,Grocers - Discount Grocers
16414,1635,1733,AutoZone,2615,84.72,Autos,Auto Parts & Services,Michigan,23867,Autos - Auto Parts & Services
16415,1686,1879,Sonic Drive-In,2615,3.08,Restaurants,QSR,Georgia,24454,Restaurants - QSR
16416,1283,1895,Tropical Smoothie,2615,9.72,Restaurants,QSR,Minnesota,19263,Restaurants - QSR
16417,1288,1884,Taco Bell,2615,20.55,Restaurants,QSR,Colorado,19376,Restaurants - QSR
16418,563,1894,Trader Joe's,2615,6.98,Grocers,Supermarkets,New York,8883,Grocers - Supermarkets
16419,422,1907,Whole Foods Market,2615,62.65,Grocers,Supermarkets,New Jersey,6506,Grocers - Supermarkets
16420,1679,1841,PartsGeek,2615,43.32,Autos,Auto Parts & Services,Wisconsin,24394,Autos - Auto Parts & Services
16421,742,1733,AutoZone,2615,60.19,Autos,Auto Parts & Services,New Jersey,11533,Autos - Auto Parts & Services
16422,617,1886,Texas Roadhouse,2615,13.76,Restaurants,Casual Dining,Kentucky,9590,Restaurants - Casual Dining
16423,742,1840,Papa John's,2615,31.66,Restaurants,QSR,New Jersey,11539,Restaurants - QSR
16424,836,1906,White Castle,2615,21.0,Restaurants,QSR,Michigan,12861,Restaurants - QSR
16425,1219,1884,Taco Bell,2615,13.49,Restaurants,QSR,Texas,18274,Restaurants - QSR
16426,133,1907,Whole Foods Market,2615,118.81,Grocers,Supermarkets,Indiana,2036,Grocers - Supermarkets
16427,290,1800,Ingles Markets,2615,27.85,Grocers,Supermarkets,South Carolina,4581,Grocers - Supermarkets
16428,275,1893,Tom Thumb-EG Group,2615,14.2,Grocers,Supermarkets,Florida,4318,Grocers - Supermarkets
16429,1181,1884,Taco Bell,2615,11.53,Restaurants,QSR,South Carolina,17782,Restaurants - QSR
16430,1301,1884,Taco Bell,2615,5.18,Restaurants,QSR,Georgia,19555,Restaurants - QSR
16431,352,1727,Applebee's,2615,13.73,Restaurants,Casual Dining,North Carolina,5431,Restaurants - Casual Dining
16432,1302,1881,Sprouts Farmers Market,2615,48.69,Grocers,Supermarkets,Maryland,19564,Grocers - Supermarkets
16433,1076,1839,Panera Bread,2615,15.66,Restaurants,Fast Casual,Alabama,16481,Restaurants - Fast Casual
16434,1675,1863,Rosa's Cafe,2615,24.42,Restaurants,Fast Casual,Texas,24359,Restaurants - Fast Casual
16435,663,1724,Albertsons,2615,851.38,Grocers,Supermarkets,New Mexico,10408,Grocers - Supermarkets
16436,84,1836,Olive Garden,2615,80.21,Restaurants,Casual Dining,Montana,1131,Restaurants - Casual Dining
16437,749,1821,Main Event,2615,100.0,Events & Attractions,Indoor Entertainment Centers,Texas,11606,Events & Attractions - Indoor Entertainment Centers
16438,728,1907,Whole Foods Market,2615,4.79,Grocers,Supermarkets,Illinois,11315,Grocers - Supermarkets
16439,243,1884,Taco Bell,2615,14.01,Restaurants,QSR,South Carolina,3650,Restaurants - QSR
16440,278,1830,Miller's Ale House,2615,23.26,Restaurants,Casual Dining,Florida,4361,Restaurants - Casual Dining
16441,288,1733,AutoZone,2615,10.27,Autos,Auto Parts & Services,Texas,4503,Autos - Auto Parts & Services
16442,120,1766,DoorDash,2615,18.18,Restaurants,Delivery Aggregators,Georgia,1652,Restaurants - Delivery Aggregators
16443,1589,1793,Green Chef,2615,80.37,Grocers,Meal Kits,North Carolina,23427,Grocers - Meal Kits
16444,606,1884,Taco Bell,2615,3.18,Restaurants,QSR,Pennsylvania,9499,Restaurants - QSR
16445,1244,1884,Taco Bell,2615,3.79,Restaurants,QSR,Michigan,18667,Restaurants - QSR
16446,403,1810,Ledo Pizza,2615,13.54,Restaurants,QSR,Maryland,6228,Restaurants - QSR
16447,119,1907,Whole Foods Market,2615,59.510000000000005,Grocers,Supermarkets,Virginia,1640,Grocers - Supermarkets
16448,678,1884,Taco Bell,2615,14.38,Restaurants,QSR,Michigan,10738,Restaurants - QSR
16449,114,1733,AutoZone,2615,4.85,Autos,Auto Parts & Services,Pennsylvania,1561,Autos - Auto Parts & Services
16450,388,1912,Zips Car Wash,2615,21.22,Autos,Auto Parts & Services,Washington,5918,Autos - Auto Parts & Services
16451,1320,1731,Auntie Anne's,2615,5.6,Restaurants,QSR,Texas,19842,Restaurants - QSR
16452,1577,1760,Dairy Queen,2615,20.92,Restaurants,QSR,Mississippi,23170,Restaurants - QSR
16453,22,1884,Taco Bell,2615,6.99,Restaurants,QSR,Idaho,286,Restaurants - QSR
16454,503,1733,AutoZone,2615,36.11,Autos,Auto Parts & Services,South Carolina,7839,Autos - Auto Parts & Services
16455,989,1831,Mister Car Wash,2615,19.99,Autos,Auto Parts & Services,Texas,15059,Autos - Auto Parts & Services
16456,1342,1805,Key Food,2615,131.23,Grocers,Supermarkets,New York,20076,Grocers - Supermarkets
16457,1579,1726,Another Broken Egg,2615,45.83,Restaurants,Casual Dining,Texas,23217,Restaurants - Casual Dining
16458,1067,1846,Pizza Hut,2615,11.47,Restaurants,QSR,Texas,16374,Restaurants - QSR
16459,1086,1886,Texas Roadhouse,2615,88.06,Restaurants,Casual Dining,Maryland,16634,Restaurants - Casual Dining
16460,1116,1760,Dairy Queen,2615,8.14,Restaurants,QSR,Georgia,17031,Restaurants - QSR
16461,266,1839,Panera Bread,2615,17.38,Restaurants,Fast Casual,Virginia,4132,Restaurants - Fast Casual
16462,758,1766,DoorDash,2615,48.22,Restaurants,Delivery Aggregators,Colorado,11894,Restaurants - Delivery Aggregators
16463,54,1840,Papa John's,2615,33.59,Restaurants,QSR,Kentucky,671,Restaurants - QSR
16464,316,1766,DoorDash,2615,35.79,Restaurants,Delivery Aggregators,Ohio,4947,Restaurants - Delivery Aggregators
16465,1553,1737,Boxed,2615,60.86,Grocers,Online Grocers,Pennsylvania,22830,Grocers - Online Grocers
16466,381,1884,Taco Bell,2615,5.63,Restaurants,QSR,Ohio,5796,Restaurants - QSR
16467,959,1879,Sonic Drive-In,2615,7.19,Restaurants,QSR,Kentucky,14713,Restaurants - QSR
16468,279,1840,Papa John's,2615,32.17,Restaurants,QSR,Alabama,4388,Restaurants - QSR
16469,1639,1766,DoorDash,2615,28.91,Restaurants,Delivery Aggregators,Colorado,23923,Restaurants - Delivery Aggregators
16470,959,1884,Taco Bell,2615,8.46,Restaurants,QSR,Kentucky,14720,Restaurants - QSR
16471,60,1907,Whole Foods Market,2615,6.56,Grocers,Supermarkets,California,753,Grocers - Supermarkets
16472,7,1733,AutoZone,2615,33.43,Autos,Auto Parts & Services,Utah,94,Autos - Auto Parts & Services
16473,521,1846,Pizza Hut,2615,52.93,Restaurants,QSR,Oregon,8229,Restaurants - QSR
16474,1261,1838,Panda Express,2615,11.0,Restaurants,Fast Casual,Georgia,18912,Restaurants - Fast Casual
16475,60,1867,San Diego Zoo,2615,187.6,Events & Attractions,Theme Parks,California,735,Events & Attractions - Theme Parks
16476,133,1907,Whole Foods Market,2616,23.58,Grocers,Supermarkets,Indiana,2037,Grocers - Supermarkets
16477,397,1787,Fry's,2616,51.38,Grocers,Supermarkets,Arizona,6106,Grocers - Supermarkets
16478,248,1893,Tom Thumb-EG Group,2616,2.74,Grocers,Supermarkets,Florida,3919,Grocers - Supermarkets
16479,1232,1839,Panera Bread,2616,10.48,Restaurants,Fast Casual,Pennsylvania,18494,Restaurants - Fast Casual
