,u,i,ts,label,idx
4165,75,5,1604793600.0,59.99,838
4166,388,3,1604793600.0,72.58,4268
4167,129,4,1604793600.0,105.6,1303
4168,413,7,1604880000.0,20.78,4557
4169,33,10,1604880000.0,45.0,408
4170,164,7,1604966400.0,79.19,1746
4171,366,2,1604966400.0,10.34,4203
4172,279,8,1605052800.0,116.6,3062
4173,145,8,1605052800.0,210.62,1498
4174,265,2,1605052800.0,6.48,2915
4175,261,7,1605139200.0,193.81,2805
4176,388,5,1605139200.0,2.99,4285
4177,388,5,1605225600.0,1.57,4286
4178,142,3,1605225600.0,131.71,1441
4179,100,8,1605312000.0,97.5,1008
4180,436,10,1605312000.0,313.72,5006
4181,356,5,1605312000.0,173.89000000000001,4149
4182,434,8,1605312000.0,20.0,4974
4183,429,6,1605398400.0,3037.07,4851
4184,356,5,1605398400.0,34.6,4150
4185,293,3,1605398400.0,115.67,3394
4186,418,5,1605398400.0,4.23,4602
4187,388,5,1605398400.0,9.46,4287
4188,388,5,1605484800.0,2.99,4288
4189,287,5,1605484800.0,4.23,3207
4190,492,4,1605571200.0,68.0,5475
4191,3,5,1605571200.0,2.15,41
4192,251,5,1605657600.0,15.29,2550
4193,444,1,1605744000.0,166.31,5100
4194,53,3,1605744000.0,235.55,687
4195,399,5,1605744000.0,12.0,4388
4196,130,5,1605744000.0,4.23,1317
4197,395,7,1605830400.0,33.53,4362
4198,40,5,1605916800.0,3.17,484
4199,444,1,1605916800.0,-166.31,5101
4200,113,10,1606003200.0,112.58,1149
4201,40,5,1606003200.0,2.99,485
4202,314,5,1606003200.0,9.55,3586
4203,417,1,1606089600.0,1545.45,4585
4204,388,5,1606176000.0,2.99,4289
4205,492,4,1606262400.0,-68.0,5476
4206,419,5,1606262400.0,5.37,4729
4207,282,5,1606348800.0,4.21,3128
4208,435,5,1606348800.0,39.95,4987
4209,3,5,1606348800.0,64.94,42
4210,448,7,1606348800.0,26.5,5131
4211,444,7,1606348800.0,166.81,5105
4212,197,4,1606435200.0,105.35,1959
4213,269,5,1606435200.0,4.27,2994
4214,113,8,1606435200.0,255.0,1138
4215,401,3,1606521600.0,155.15,4445
4216,260,8,1606608000.0,126.64,2683
4217,467,7,1606608000.0,46.64,5293
4218,206,3,1606694400.0,79.96,2027
4219,261,10,1606694400.0,164.67,2828
4220,242,4,1606694400.0,61.48,2474
4221,261,7,1606694400.0,5.4,2806
4222,90,7,1606780800.0,3.93,925
4223,113,8,1606780800.0,-197.0,1139
4224,300,7,1606780800.0,99.0,3439
4225,152,5,1606780800.0,7.99,1573
4226,21,3,1606867200.0,166.13,279
4227,225,3,1606867200.0,125.23,2347
4228,181,8,1606867200.0,20.0,1838
4229,314,5,1606953600.0,21.24,3587
4230,388,5,1606953600.0,30.190000000000005,4290
4231,187,10,1607040000.0,269.22,1920
4232,187,4,1607040000.0,103.88,1905
4233,244,7,1607040000.0,28.68,2526
4234,221,7,1607040000.0,19.25,2267
4235,133,5,1607040000.0,8.74,1348
4236,280,10,1607126400.0,171.19,3092
4237,33,10,1607126400.0,50.0,409
4238,242,4,1607126400.0,127.15,2475
4239,388,3,1607126400.0,89.38,4269
4240,252,5,1607212800.0,8.49,2562
4241,75,5,1607212800.0,3.99,839
4242,251,5,1607212800.0,16.95,2551
4243,434,8,1607299200.0,237.62,4975
4244,466,8,1607299200.0,218.95,5282
4245,242,4,1607299200.0,73.27,2476
4246,251,5,1607299200.0,68.88,2552
4247,78,1,1607299200.0,-76.36,859
4248,22,5,1607385600.0,42.49,307
4249,251,5,1607385600.0,37.09,2553
4250,251,5,1607472000.0,5.29,2554
4251,133,5,1607472000.0,4.23,1349
4252,86,4,1607472000.0,62.79,908
4253,349,3,1607472000.0,90.99,4026
4254,251,5,1607558400.0,3.17,2555
4255,38,5,1607558400.0,19.99,455
4256,419,2,1607644800.0,20.39,4687
4257,412,8,1607644800.0,214.58,4546
4258,417,1,1607644800.0,-1545.45,4586
4259,142,3,1607731200.0,131.71,1442
4260,104,1,1607731200.0,875.81,1067
4261,418,5,1607731200.0,4.23,4603
4262,426,7,1607731200.0,50.0,4822
4263,103,7,1607731200.0,13.94,1034
4264,270,10,1607817600.0,142.55,2999
4265,413,4,1607904000.0,83.63,4552
4266,86,4,1607990400.0,225.87,909
4267,293,3,1607990400.0,115.67,3395
4268,11,8,1607990400.0,189.16,184
4269,419,2,1607990400.0,13.11,4688
4270,464,4,1608076800.0,84.44,5267
4271,287,5,1608076800.0,4.23,3208
4272,426,10,1608163200.0,134.81,4841
4273,7,10,1608163200.0,85.59,141
4274,103,7,1608163200.0,288.23,1035
4275,93,5,1608163200.0,5.3,963
4276,110,5,1608163200.0,5.4,1089
4277,447,5,1608249600.0,5.0,5119
4278,206,7,1608249600.0,115.0,2069
4279,51,4,1608336000.0,54.95,634
4280,38,5,1608336000.0,5.99,456
4281,474,1,1608422400.0,376.59,5354
4282,146,5,1608422400.0,0.18,1531
4283,435,5,1608422400.0,19.14,4988
4284,130,6,1608422400.0,55.0,1322
4285,254,7,1608422400.0,193.75,2583
4286,388,5,1608422400.0,2.52,4291
4287,53,3,1608422400.0,235.55,688
4288,260,8,1608508800.0,95.26,2684
4289,93,5,1608508800.0,4.23,964
4290,413,4,1608508800.0,97.02,4553
4291,261,7,1608508800.0,164.05,2807
4292,74,7,1608595200.0,31.8,829
4293,388,5,1608595200.0,1.99,4292
4294,421,9,1608595200.0,146.45,4777
4295,307,4,1608595200.0,24.91,3541
4296,421,10,1608595200.0,48.59,4780
4297,423,5,1608595200.0,19.99,4784
4298,40,5,1608595200.0,6.16,486
4299,357,5,1608595200.0,37.26,4173
4300,260,8,1608681600.0,20.0,2685
4301,17,5,1608681600.0,23.43,242
4302,141,7,1608681600.0,32.71,1405
4303,33,5,1608681600.0,64.19,401
4304,172,1,1608768000.0,980.64,1788
4305,432,1,1608768000.0,496.82,4966
4306,145,8,1608768000.0,20.0,1499
4307,22,5,1608768000.0,21.24,308
4308,429,6,1608854400.0,42.23,4852
4309,251,5,1608854400.0,63.59,2556
4310,125,5,1608854400.0,13.04,1275
4311,8,3,1608854400.0,170.0,142
4312,487,1,1608940800.0,193.01,5437
4313,281,4,1608940800.0,137.92,3093
4314,282,5,1608940800.0,4.21,3129
4315,100,8,1608940800.0,20.0,1009
4316,401,3,1609027200.0,155.15,4446
4317,125,5,1609027200.0,31.94,1276
4318,153,5,1609027200.0,36.95,1585
4319,280,5,1609027200.0,7.95,3080
4320,400,5,1609027200.0,37.09,4390
4321,487,1,1609027200.0,193.01,5438
4322,470,5,1609113600.0,19.99,5322
4323,434,8,1609113600.0,95.01,4976
4324,221,7,1609113600.0,51.13,2268
4325,103,4,1609113600.0,46.44,1025
4326,269,5,1609113600.0,4.27,2995
4327,33,5,1609200000.0,16.04,402
4328,25,4,1609200000.0,79.01,325
4329,415,7,1609200000.0,71.44,4561
4330,400,5,1609200000.0,31.79,4391
4331,75,5,1609200000.0,12.49,840
4332,206,3,1609200000.0,79.96,2028
4333,113,8,1609200000.0,20.0,1140
4334,202,1,1609286400.0,69.81,1976
4335,3,5,1609372800.0,10.81,43
4336,351,7,1609372800.0,53.0,4091
4337,333,5,1609372800.0,5.35,3840
4338,74,4,1609372800.0,-135.68,827
4339,317,5,1609372800.0,5.3,3618
4340,181,8,1609459200.0,20.0,1839
4341,113,8,1609459200.0,24.0,1141
4342,80,5,1609459200.0,57.36,866
4343,440,10,1609459200.0,690.72,5073
4344,333,3,1609459200.0,53.5,3828
4345,388,5,1609459200.0,1.99,4293
4346,146,5,1609459200.0,16.08,1532
4347,419,4,1609459200.0,88.0,4720
4348,388,5,1609545600.0,24.99,4294
4349,146,5,1609545600.0,9.37,1533
4350,113,10,1609545600.0,240.59,1150
4351,447,5,1609545600.0,16.98,5120
4352,103,7,1609632000.0,13.88,1036
4353,181,8,1609632000.0,16.04,1840
4354,225,3,1609632000.0,125.23,2348
4355,9,1,1609632000.0,450.44,154
4356,130,5,1609718400.0,63.59,1318
4357,321,10,1609718400.0,55.63,3674
4358,413,4,1609718400.0,837.22,4554
4359,21,3,1609718400.0,158.15,280
4360,388,5,1609718400.0,23.03,4295
4361,480,1,1609804800.0,304.5,5385
4362,75,5,1609804800.0,3.99,841
4363,419,2,1609804800.0,11.78,4689
4364,468,10,1609804800.0,142.12,5300
4365,79,3,1609804800.0,58.03,860
4366,113,8,1609891200.0,24.0,1142
4367,468,10,1609891200.0,49.84,5301
4368,8,3,1609891200.0,240.0,143
4369,21,10,1609891200.0,304.3,292
4370,456,4,1609891200.0,267.98,5157
4371,333,3,1609891200.0,30.82,3829
4372,474,1,1609977600.0,576.9,5355
4373,267,7,1609977600.0,15.83,2987
4374,187,4,1609977600.0,62.54,1906
4375,388,3,1609977600.0,75.73,4270
4376,206,7,1610064000.0,70.69,2070
4377,400,5,1610064000.0,42.39,4392
4378,33,10,1610064000.0,45.0,410
4379,25,4,1610064000.0,46.65,326
4380,349,3,1610064000.0,90.99,4027
4381,416,5,1610064000.0,3.99,4563
4382,265,2,1610236800.0,5.28,2916
4383,130,5,1610323200.0,21.19,1319
4384,247,10,1610323200.0,81.18,2537
4385,22,5,1610323200.0,33.88,309
4386,333,5,1610409600.0,0.83,3841
4387,181,8,1610409600.0,20.28,1841
4388,435,5,1610409600.0,41.73,4989
4389,202,1,1610409600.0,97.76,1977
4390,100,8,1610409600.0,148.7,1010
4391,142,3,1610496000.0,132.34,1443
4392,145,8,1610496000.0,48.0,1500
4393,181,8,1610496000.0,20.0,1842
4394,144,1,1610496000.0,150.44,1460
4395,43,2,1610496000.0,8.58,543
4396,383,7,1610496000.0,31.22,4249
4397,419,2,1610496000.0,14.49,4690
4398,165,6,1610496000.0,12.99,1760
4399,260,8,1610496000.0,203.66,2686
4400,418,5,1610496000.0,4.23,4604
4401,26,7,1610496000.0,29.86,360
4402,388,5,1610582400.0,3.76,4296
4403,287,5,1610668800.0,4.23,3209
4404,260,8,1610668800.0,361.56,2687
4405,164,4,1610668800.0,30.0,1724
4406,280,5,1610668800.0,57.42999999999999,3081
4407,293,3,1610668800.0,115.67,3396
4408,314,5,1610755200.0,5.3,3588
4409,26,7,1610755200.0,47.64,361
4410,181,8,1610755200.0,38.3,1843
4411,125,5,1610841600.0,34.07,1277
4412,17,5,1610841600.0,20.0,243
4413,22,5,1610928000.0,0.41,310
4414,93,5,1610928000.0,4.23,965
4415,470,5,1610928000.0,24.99,5323
4416,329,5,1611014400.0,4.31,3757
4417,470,5,1611014400.0,11.99,5324
4418,43,2,1611100800.0,5.84,544
4419,53,3,1611100800.0,235.55,689
4420,470,5,1611187200.0,29.99,5325
4421,162,7,1611187200.0,141.04,1682
4422,333,3,1611187200.0,142.34,3830
4423,181,8,1611360000.0,29.68,1844
4424,314,5,1611360000.0,7.96,3589
4425,339,7,1611360000.0,20.33,3873
4426,11,8,1611360000.0,40.95,185
4427,447,4,1611532800.0,141.92,5116
4428,204,1,1611532800.0,1406.82,1992
4429,404,10,1611619200.0,284.68,4469
4430,43,2,1611619200.0,12.11,545
4431,269,5,1611619200.0,4.27,2996
4432,184,7,1611619200.0,363.28,1879
4433,141,7,1611619200.0,33.78,1406
4434,113,8,1611619200.0,253.75,1143
4435,419,1,1611619200.0,3084.61,4622
4436,235,7,1611705600.0,53.76,2420
4437,429,6,1611705600.0,42.23,4853
4438,261,7,1611705600.0,87.14,2808
4439,495,10,1611792000.0,471.25,5511
4440,300,7,1611792000.0,24.22,3440
4441,480,1,1611878400.0,304.5,5386
4442,206,3,1611878400.0,79.96,2029
4443,47,1,1611878400.0,124.58,581
4444,169,7,1611878400.0,64.07,1785
4445,282,5,1611878400.0,32.230000000000004,3130
4446,464,1,1611964800.0,404.03,5238
4447,379,4,1611964800.0,362.39,4239
4448,8,3,1611964800.0,100.0,144
4449,374,5,1611964800.0,14.99,4216
4450,181,8,1612051200.0,20.0,1845
4451,125,5,1612051200.0,19.3,1278
4452,162,7,1612051200.0,81.32,1683
4453,113,8,1612137600.0,-264.75,1144
4454,260,1,1612137600.0,1057.04,2641
4455,225,3,1612137600.0,125.25,2349
4456,247,10,1612137600.0,90.62,2538
4457,401,3,1612137600.0,155.15,4447
4458,261,10,1612137600.0,55.23,2829
4459,21,3,1612137600.0,158.16,281
4460,419,2,1612224000.0,17.69,4691
4461,406,5,1612310400.0,9.530000000000001,4479
4462,75,5,1612396800.0,3.99,842
4463,447,5,1612396800.0,7.99,5121
4464,53,3,1612396800.0,36.84,690
4465,33,10,1612483200.0,35.0,411
4466,263,10,1612483200.0,349.79,2854
4467,103,7,1612483200.0,28.96,1037
4468,79,3,1612483200.0,65.0,861
4469,116,7,1612483200.0,49.05,1177
4470,388,3,1612569600.0,71.61,4271
4471,22,5,1612569600.0,42.49,311
4472,201,7,1612569600.0,63.6,1974
4473,416,5,1612569600.0,3.99,4564
4474,349,3,1612569600.0,127.38,4028
4475,261,7,1612569600.0,59.98,2809
4476,265,2,1612569600.0,17.04,2917
4477,450,5,1612569600.0,1.49,5134
4478,480,1,1612569600.0,-304.5,5387
4479,75,5,1612569600.0,59.99,843
4480,292,1,1612656000.0,259.03,3334
4481,265,2,1612656000.0,6.0,2918
4482,447,5,1612656000.0,19.99,5122
4483,491,1,1612742400.0,209.7,5463
4484,495,10,1612742400.0,419.47,5512
4485,114,8,1612828800.0,20.0,1153
4486,260,8,1612828800.0,43.3,2688
4487,314,5,1612915200.0,4.09,3590
4488,492,4,1613001600.0,73.5,5477
4489,8,3,1613001600.0,70.0,145
4490,345,5,1613001600.0,16.23,3977
4491,211,9,1613088000.0,153.7,2177
4492,93,5,1613174400.0,4.23,966
4493,51,10,1613174400.0,210.24,636
4494,153,8,1613260800.0,20.0,1596
4495,142,3,1613260800.0,128.1,1444
4496,261,10,1613260800.0,-44.24,2830
4497,25,4,1613260800.0,169.5,327
4498,287,5,1613347200.0,4.23,3210
4499,130,4,1613347200.0,78.0,1314
4500,306,7,1613347200.0,59.36,3520
4501,43,2,1613347200.0,11.78,546
4502,130,7,1613347200.0,99.5,1323
4503,447,5,1613347200.0,7.99,5123
4504,165,6,1613347200.0,12.99,1761
4505,25,7,1613433600.0,15.94,336
4506,329,5,1613433600.0,4.31,3758
4507,145,8,1613433600.0,20.0,1501
4508,417,1,1613433600.0,873.0,4587
4509,181,8,1613433600.0,43.6,1846
4510,114,8,1613520000.0,179.81,1154
4511,293,3,1613520000.0,120.91,3397
4512,63,7,1613606400.0,60.42,743
4513,70,1,1613606400.0,1038.14,796
4514,280,5,1613606400.0,59.24,3082
4515,494,5,1613606400.0,7.49,5491
4516,43,2,1613606400.0,25.75,547
4517,419,2,1613692800.0,22.74,4692
4518,300,7,1613692800.0,146.43,3441
4519,333,3,1613779200.0,170.16,3831
4520,261,7,1613779200.0,130.61,2810
4521,181,8,1613779200.0,20.0,1847
4522,265,2,1613779200.0,8.37,2919
4523,53,3,1613779200.0,193.71,691
4524,40,5,1613865600.0,2.99,487
4525,181,8,1613865600.0,217.04,1848
4526,419,5,1613865600.0,8.59,4730
4527,52,5,1613865600.0,19.99,652
4528,231,5,1613865600.0,26.86,2403
4529,16,5,1613952000.0,25.419999999999998,226
4530,40,5,1613952000.0,3.17,488
4531,265,2,1613952000.0,8.04,2920
4532,221,7,1614038400.0,80.76,2269
4533,410,5,1614038400.0,64.04,4520
4534,325,9,1614038400.0,145.0,3731
4535,211,7,1614124800.0,51.71,2176
4536,145,5,1614124800.0,41.08,1486
4537,33,10,1614297600.0,472.45,412
4538,153,8,1614297600.0,28.09,1597
4539,247,10,1614297600.0,94.15,2539
4540,260,8,1614384000.0,161.3,2689
4541,429,6,1614384000.0,42.23,4854
4542,206,3,1614384000.0,85.22,2030
4543,225,3,1614384000.0,130.54,2350
4544,489,5,1614470400.0,3.99,5445
4545,285,5,1614470400.0,63.96,3169
4546,401,3,1614470400.0,155.17,4448
4547,152,5,1614556800.0,7.99,1574
4548,47,1,1614556800.0,-124.58,582
4549,25,4,1614556800.0,58.5,328
4550,221,7,1614643200.0,42.63,2270
4551,114,8,1614643200.0,20.0,1155
4552,435,5,1614729600.0,1.1,4990
4553,314,5,1614729600.0,63.74,3591
4554,138,1,1614729600.0,387.35,1381
4555,300,7,1614729600.0,158.54,3442
4556,207,7,1614729600.0,33.92,2092
4557,21,3,1614816000.0,169.14,282
4558,130,7,1614816000.0,119.84,1324
4559,102,5,1614816000.0,58.77,1020
4560,424,1,1614902400.0,212.76,4788
4561,388,3,1614988800.0,75.74,4272
4562,354,5,1614988800.0,0.19,4126
4563,261,7,1614988800.0,2.15,2811
4564,494,5,1614988800.0,3.99,5492
4565,145,8,1615075200.0,170.87,1502
4566,234,5,1615075200.0,6.69,2416
4567,43,2,1615075200.0,5.0,548
4568,355,7,1615075200.0,52.8,4140
4569,354,5,1615161600.0,6.42,4127
4570,419,4,1615161600.0,126.0,4721
4571,75,5,1615161600.0,3.99,844
4572,388,5,1615161600.0,12.16,4297
4573,416,5,1615248000.0,3.99,4565
4574,79,3,1615248000.0,49.07,862
4575,218,5,1615248000.0,21.39,2231
4576,456,4,1615334400.0,55.65,5158
4577,153,8,1615334400.0,20.0,1598
4578,419,2,1615334400.0,21.24,4693
4579,419,2,1615420800.0,3.68,4694
4580,349,3,1615420800.0,127.38,4029
4581,261,7,1615507200.0,117.41,2812
4582,206,7,1615507200.0,129.77,2071
4583,491,1,1615593600.0,18.88,5464
4584,204,1,1615593600.0,380.06,1993
4585,181,8,1615680000.0,30.88,1849
4586,260,1,1615680000.0,-528.52,2642
4587,390,5,1615680000.0,31.64,4326
4588,187,4,1615680000.0,85.68,1907
4589,418,5,1615680000.0,4.23,4605
4590,314,5,1615680000.0,37.62,3592
4591,196,5,1615766400.0,7.5600000000000005,1943
4592,313,1,1615766400.0,371.11,3564
4593,327,1,1615766400.0,339.84,3742
4594,165,6,1615766400.0,12.99,1762
4595,8,3,1615766400.0,150.0,146
4596,287,5,1615852800.0,4.23,3211
4597,293,3,1615852800.0,120.91,3398
4598,142,3,1615852800.0,133.41,1445
4599,215,5,1615939200.0,21.31,2196
4600,435,5,1615939200.0,42.69,4991
4601,93,5,1615939200.0,4.23,967
4602,116,7,1616025600.0,38.92,1178
4603,329,5,1616025600.0,4.31,3759
4604,3,5,1616112000.0,21.64,44
4605,116,7,1616112000.0,114.63000000000001,1179
4606,265,2,1616112000.0,5.99,2921
4607,53,3,1616112000.0,372.4,692
4608,125,5,1616112000.0,8.51,1279
4609,423,5,1616198400.0,19.99,4785
4610,456,4,1616198400.0,202.73,5159
4611,463,7,1616198400.0,51.0,5232
4612,124,7,1616198400.0,41.34,1262
4613,333,3,1616284800.0,142.36,3832
4614,216,1,1616284800.0,370.8,2214
4615,354,5,1616284800.0,0.02,4128
4616,204,1,1616284800.0,444.51,1994
4617,354,5,1616371200.0,0.8,4129
4618,206,7,1616371200.0,-70.24,2072
4619,278,5,1616371200.0,64.94,3032
4620,40,5,1616371200.0,3.17,489
4621,87,10,1616457600.0,139.58,913
4622,181,8,1616457600.0,20.0,1850
4623,261,7,1616457600.0,-36.13,2813
4624,440,10,1616544000.0,190.44,5074
4625,491,10,1616544000.0,652.69,5467
4626,349,1,1616544000.0,1939.1,4016
4627,9,7,1616630400.0,25.44,164
4628,162,7,1616630400.0,62.06,1684
4629,329,5,1616630400.0,64.79,3760
4630,113,8,1616716800.0,20.0,1145
4631,220,7,1616716800.0,49.0,2256
4632,410,5,1616716800.0,64.31,4521
4633,491,10,1616716800.0,1098.08,5468
4634,356,10,1616803200.0,158.99,4165
4635,177,7,1616803200.0,51.94,1797
4636,429,6,1616803200.0,42.23,4855
4637,206,3,1616803200.0,85.22,2031
4638,204,1,1616803200.0,505.7,1995
4639,496,1,1616803200.0,387.3,5514
4640,265,2,1616803200.0,7.11,2922
4641,330,10,1616889600.0,20.11,3784
4642,25,7,1616889600.0,60.56,337
4643,153,8,1616889600.0,43.39,1599
4644,269,5,1616976000.0,4.27,2997
4645,371,3,1616976000.0,153.57,4208
4646,196,5,1617062400.0,32.46,1944
4647,400,5,1617062400.0,63.59,4393
4648,43,1,1617062400.0,674.57,524
4649,475,5,1617062400.0,21.55,5359
4650,423,5,1617148800.0,19.99,4786
4651,225,3,1617148800.0,130.54,2351
4652,419,2,1617148800.0,3.11,4695
4653,329,5,1617148800.0,64.79,3761
4654,421,10,1617321600.0,53.11,4781
4655,420,1,1617321600.0,975.14,4762
4656,401,3,1617408000.0,160.46,4449
4657,153,8,1617408000.0,41.53,1600
4658,406,5,1617408000.0,4.23,4480
4659,494,5,1617494400.0,3.99,5493
4660,21,3,1617494400.0,202.2,283
4661,124,7,1617494400.0,91.16,1263
4662,231,5,1617494400.0,133.68,2404
4663,251,5,1617580800.0,57.87,2557
4664,278,5,1617580800.0,64.94,3033
4665,491,10,1617580800.0,405.51,5469
4666,246,1,1617580800.0,158.26,2529
4667,75,5,1617580800.0,3.99,845
4668,184,6,1617580800.0,42.8,1869
4669,204,1,1617580800.0,509.55,1996
4670,235,10,1617580800.0,256.34,2423
4671,351,7,1617580800.0,108.0,4092
4672,231,5,1617580800.0,17.88,2405
4673,260,8,1617580800.0,158.59,2690
4674,329,5,1617580800.0,10.0,3762
4675,495,10,1617667200.0,719.04,5513
4676,491,10,1617667200.0,42.78,5470
4677,235,10,1617667200.0,-256.34,2424
4678,388,3,1617753600.0,75.74,4273
4679,124,7,1617753600.0,62.54,1264
4680,43,7,1617753600.0,59.99,559
4681,468,10,1617753600.0,448.32,5302
4682,79,3,1617753600.0,87.04,863
4683,417,1,1617840000.0,1323.03,4588
4684,134,4,1617840000.0,120.45,1353
4685,349,3,1617840000.0,127.38,4030
4686,146,5,1617926400.0,7.49,1534
4687,162,7,1617926400.0,114.95,1685
4688,416,5,1617926400.0,3.99,4566
4689,258,5,1617926400.0,21.64,2630
4690,235,7,1617926400.0,48.07,2421
4691,187,7,1618012800.0,130.8,1915
4692,153,8,1618012800.0,20.0,1601
4693,8,3,1618012800.0,131.0,147
4694,419,7,1618012800.0,203.22,4748
4695,390,9,1618012800.0,125.0,4338
4696,28,1,1618099200.0,741.14,371
4697,410,5,1618099200.0,32.01,4522
4698,392,5,1618272000.0,21.39,4346
4699,418,5,1618272000.0,4.23,4606
4700,142,3,1618272000.0,133.41,1446
4701,165,6,1618358400.0,12.99,1763
4702,382,1,1618358400.0,161.32,4245
4703,26,7,1618358400.0,39.2,362
4704,22,5,1618358400.0,24.41,312
4705,357,5,1618358400.0,15.96,4174
4706,129,4,1618444800.0,63.08,1304
4707,287,5,1618444800.0,4.23,3212
4708,70,5,1618444800.0,264.99,803
4709,206,7,1618444800.0,158.72,2073
4710,382,1,1618531200.0,243.61,4246
4711,293,3,1618531200.0,120.91,3399
4712,93,5,1618531200.0,4.23,968
4713,281,4,1618531200.0,219.81,3094
4714,19,7,1618617600.0,34.99,250
4715,430,5,1618617600.0,13.77,4876
4716,419,2,1618617600.0,17.06,4696
4717,329,5,1618617600.0,0.12,3763
4718,2,1,1618617600.0,530.65,6
4719,53,3,1618704000.0,240.81,693
4720,430,5,1618790400.0,21.19,4877
4721,26,7,1618790400.0,53.74,363
4722,417,1,1618790400.0,-1323.03,4589
4723,314,5,1618790400.0,2.11,3593
4724,419,2,1618790400.0,8.8,4697
4725,440,7,1618963200.0,168.27,5056
4726,333,3,1618963200.0,174.46,3833
4727,494,10,1618963200.0,200.0,5500
4728,289,5,1618963200.0,40.19,3265
4729,246,1,1619049600.0,918.42,2530
4730,4,9,1619049600.0,470.0,52
4731,426,10,1619049600.0,116.62,4842
4732,40,5,1619049600.0,6.16,490
4733,314,5,1619049600.0,10.51,3594
4734,111,1,1619049600.0,642.78,1114
4735,329,6,1619136000.0,279.65,3767
4736,103,7,1619136000.0,21.86,1038
4737,390,5,1619136000.0,4.21,4327
4738,111,1,1619136000.0,-183.6,1115
4739,349,1,1619222400.0,1939.09,4017
4740,261,7,1619222400.0,193.27,2814
4741,264,5,1619222400.0,6.41,2861
4742,7,1,1619222400.0,1002.75,78
4743,371,3,1619222400.0,153.57,4209
4744,32,3,1619308800.0,53.43,392
4745,130,7,1619308800.0,82.38,1325
4746,206,7,1619308800.0,-34.08,2074
4747,282,2,1619308800.0,11.7,3106
4748,431,4,1619395200.0,166.54,4927
4749,419,2,1619395200.0,15.04,4698
4750,429,6,1619481600.0,42.23,4856
4751,152,5,1619481600.0,29.99,1575
4752,466,8,1619568000.0,-20.0,5283
4753,355,4,1619568000.0,105.6,4135
4754,489,5,1619568000.0,3.99,5446
4755,265,2,1619568000.0,0.99,2923
4756,300,7,1619568000.0,216.9,3443
4757,239,10,1619654400.0,141.97,2454
4758,153,8,1619654400.0,154.87,1602
4759,206,3,1619654400.0,85.22,2032
4760,487,1,1619654400.0,-43.74,5439
4761,494,10,1619654400.0,63.8,5501
4762,167,7,1619654400.0,33.68,1783
4763,282,2,1619654400.0,7.19,3107
4764,43,2,1619654400.0,11.97,549
4765,43,2,1619740800.0,5.95,550
4766,153,8,1619740800.0,-41.53,1603
4767,282,2,1619740800.0,7.19,3108
4768,246,1,1619740800.0,-1076.6799999999998,2531
4769,16,5,1619740800.0,10.59,227
4770,401,3,1619740800.0,160.46,4450
4771,496,1,1619740800.0,-387.3,5515
4772,418,5,1619827200.0,63.59,4607
4773,444,7,1619827200.0,41.46,5106
4774,235,10,1619827200.0,426.06,2425
4775,239,10,1619827200.0,373.14,2455
4776,207,1,1619827200.0,261.89,2089
4777,260,8,1619913600.0,94.18,2691
4778,225,3,1619913600.0,130.54,2352
4779,37,10,1619913600.0,493.53000000000003,451
4780,314,5,1619913600.0,63.74,3595
4781,419,4,1619913600.0,116.0,4722
4782,261,7,1619913600.0,-25.4,2815
4783,470,5,1619913600.0,48.64,5326
4784,21,3,1619913600.0,202.2,284
4785,265,2,1619913600.0,6.2,2924
4786,356,7,1620000000.0,238.5,4155
4787,130,7,1620000000.0,26.75,1326
4788,491,10,1620000000.0,62.05,5471
4789,282,2,1620000000.0,19.64,3109
4790,470,5,1620000000.0,59.99,5327
4791,184,6,1620000000.0,42.8,1870
4792,130,4,1620086400.0,68.0,1315
4793,406,5,1620086400.0,4.23,4481
4794,282,2,1620086400.0,11.59,3110
4795,207,7,1620086400.0,69.96,2093
4796,32,3,1620172800.0,60.0,393
4797,84,4,1620172800.0,186.56,880
4798,282,2,1620172800.0,15.77,3111
4799,235,10,1620172800.0,-407.05,2426
4800,494,5,1620259200.0,3.99,5494
4801,419,4,1620345600.0,78.0,4723
4802,4,7,1620345600.0,63.13,51
4803,388,3,1620345600.0,75.74,4274
4804,25,4,1620432000.0,43.5,329
4805,25,4,1620518400.0,72.0,330
4806,181,8,1620518400.0,20.0,1851
4807,349,3,1620518400.0,175.56,4031
4808,260,8,1620518400.0,135.59,2692
4809,416,5,1620518400.0,3.99,4567
4810,79,3,1620518400.0,77.04,864
4811,162,7,1620604800.0,105.14,1686
4812,113,8,1620691200.0,14.0,1146
4813,419,2,1620691200.0,9.64,4699
4814,419,4,1620691200.0,61.5,4724
4815,221,7,1620691200.0,167.89,2271
4816,9,7,1620777600.0,44.52,165
4817,231,5,1620777600.0,44.989999999999995,2406
4818,8,3,1620864000.0,135.0,148
4819,426,10,1620864000.0,58.83,4843
4820,9,1,1620864000.0,780.77,155
4821,418,5,1620864000.0,4.23,4608
4822,246,1,1620864000.0,133.0,2532
4823,142,3,1620950400.0,133.41,1447
4824,165,6,1620950400.0,12.99,1764
4825,410,5,1621036800.0,64.04,4523
4826,329,6,1621036800.0,39.0,3768
4827,486,2,1621036800.0,6.16,5435
4828,110,4,1621036800.0,246.24,1088
4829,84,4,1621123200.0,62.01,881
4830,329,5,1621123200.0,4.31,3764
4831,356,10,1621123200.0,217.29,4166
4832,238,4,1621209600.0,15.23,2434
